"sf1" "sf2" "sf3" "sp1" "sp2" "sp3"
"TRINITY_DN8084_c0_g1_i6" 14 0 10 8 2 6
"TRINITY_DN8084_c0_g1_i7" 0 0 22 0 0 0
"TRINITY_DN8064_c1_g1_i1" 2488 3624 2206 2672 1934 2094
"TRINITY_DN8053_c0_g1_i1" 562 722 570 318 142 102
"TRINITY_DN8045_c0_g1_i3" 732 1264 414 636 290 294
"TRINITY_DN8017_c0_g1_i2" 0 0 0 16 4 8
"TRINITY_DN8017_c0_g1_i3" 0 0 0 32 6 8
"TRINITY_DN8089_c0_g1_i1" 34 6 26 4 2 0
"TRINITY_DN8089_c0_g1_i4" 14 0 8 6 4 2
"TRINITY_DN8071_c0_g1_i2" 1074 646 698 1184 588 716
"TRINITY_DN8005_c1_g1_i1" 3318 3090 2890 1788 890 876
"TRINITY_DN8096_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN8096_c0_g2_i1" 56 124 54 136 56 46
"TRINITY_DN8065_c0_g1_i1" 14 0 0 1118 518 778
"TRINITY_DN8086_c0_g1_i1" 0 6 0 2 0 0
"TRINITY_DN8086_c1_g1_i3" 104 182 132 52 30 16
"TRINITY_DN8086_c2_g1_i1" 202 354 238 136 42 84
"TRINITY_DN8026_c1_g1_i1" 6926 6700 6180 7072 3196 3212
"TRINITY_DN8093_c0_g1_i1" 506 688 346 398 298 198
"TRINITY_DN8093_c1_g1_i1" 6 4 2 2 0 0
"TRINITY_DN8035_c1_g1_i1" 188316 197926 77360 468028 524442 537410
"TRINITY_DN8075_c0_g1_i1" 2 10 0 0 0 0
"TRINITY_DN8075_c1_g1_i1" 2078 2434 1026 372 184 226
"TRINITY_DN8073_c0_g2_i1" 40 38 64 14 8 12
"TRINITY_DN8073_c0_g2_i2" 32 40 22 14 0 4
"TRINITY_DN8091_c0_g1_i1" 1164 1180 1182 460 168 238
"TRINITY_DN8091_c0_g2_i1" 0 0 0 0 0 0
"TRINITY_DN8081_c0_g1_i2" 220 244 230 114 28 42
"TRINITY_DN8050_c0_g2_i3" 476 666 784 326 206 142
"TRINITY_DN8098_c1_g1_i1" 2876 3348 3062 1288 742 726
"TRINITY_DN8021_c1_g1_i1" 1692 3108 884 1450 662 660
"TRINITY_DN8049_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN8049_c1_g1_i1" 1434 2094 1444 1138 478 564
"TRINITY_DN8069_c0_g1_i1" 1570 2866 1170 2070 1220 1156
"TRINITY_DN8019_c0_g1_i1" 10 30 6 6 2 0
"TRINITY_DN8019_c0_g1_i2" 32 40 22 6 6 4
"TRINITY_DN8038_c2_g1_i1" 3112 6264 3056 1674 960 960
"TRINITY_DN8004_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN8004_c0_g1_i2" 284 270 338 232 116 138
"TRINITY_DN8023_c0_g1_i1" 26 28 30 14 6 10
"TRINITY_DN8023_c1_g1_i1" 442 902 460 198 118 84
"TRINITY_DN8063_c0_g1_i1" 0 52 34 2 6 2
"TRINITY_DN8063_c1_g1_i2" 282 468 302 172 72 78
"TRINITY_DN8006_c0_g1_i1" 1350 2494 1682 796 332 384
"TRINITY_DN8006_c1_g1_i1" 58 48 40 8 6 0
"TRINITY_DN8006_c1_g1_i3" 24 60 50 4 4 4
"TRINITY_DN17002_c0_g1_i1" 12 0 22 2 12 0
"TRINITY_DN17048_c0_g1_i1" 0 0 0 18 6 6
"TRINITY_DN17086_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN17064_c0_g1_i1" 8 0 0 0 0 0
"TRINITY_DN17024_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN17068_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17095_c0_g1_i1" 0 6 0 0 0 0
"TRINITY_DN17004_c0_g1_i1" 0 0 6 0 0 0
"TRINITY_DN17030_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17010_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17097_c0_g1_i1" 4 2 0 0 0 0
"TRINITY_DN17026_c0_g1_i1" 2 0 8 0 2 0
"TRINITY_DN17005_c0_g1_i1" 0 0 24 0 0 0
"TRINITY_DN17039_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17078_c0_g1_i1" 8 10 4 0 0 0
"TRINITY_DN17037_c0_g1_i1" 0 0 4 0 0 2
"TRINITY_DN17073_c0_g1_i1" 10 0 6 0 2 2
"TRINITY_DN17041_c0_g1_i1" 2 0 0 0 4 0
"TRINITY_DN17098_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17057_c0_g1_i1" 0 10 4 0 2 0
"TRINITY_DN17018_c0_g1_i1" 0 0 0 2 0 2
"TRINITY_DN17062_c0_g1_i1" 0 4 0 2 0 0
"TRINITY_DN17034_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN17038_c0_g1_i1" 0 4 0 0 0 2
"TRINITY_DN17089_c0_g1_i1" 0 2 2 4 2 6
"TRINITY_DN17060_c0_g1_i1" 0 2 2 0 2 2
"TRINITY_DN17017_c0_g1_i1" 0 2 0 0 0 4
"TRINITY_DN17058_c0_g1_i1" 2 0 0 2 2 0
"TRINITY_DN17040_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17009_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN17013_c0_g1_i1" 2 0 0 2 0 0
"TRINITY_DN17008_c0_g1_i1" 0 0 0 4 0 0
"TRINITY_DN17020_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN17069_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17022_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17081_c0_g1_i1" 2 6 0 0 0 0
"TRINITY_DN17007_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17028_c0_g1_i1" 6 0 0 0 0 0
"TRINITY_DN17014_c0_g1_i1" 6 0 0 0 4 4
"TRINITY_DN17075_c0_g1_i1" 4 18 6 2 0 0
"TRINITY_DN17082_c0_g1_i1" 6 4 0 2 6 0
"TRINITY_DN17093_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17067_c0_g1_i1" 0 10 0 0 0 0
"TRINITY_DN17071_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN17070_c0_g1_i1" 2 0 4 4 0 0
"TRINITY_DN17092_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17053_c0_g1_i1" 4 0 18 0 2 0
"TRINITY_DN17054_c0_g1_i1" 6 20 0 2 2 2
"TRINITY_DN17055_c0_g1_i1" 2 4 0 0 0 0
"TRINITY_DN17015_c0_g1_i1" 6 10 10 0 0 0
"TRINITY_DN17051_c0_g1_i1" 12 20 4 0 0 0
"TRINITY_DN17061_c0_g1_i1" 2 0 10 2 0 0
"TRINITY_DN17043_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN17090_c0_g1_i1" 6 10 2 2 0 0
"TRINITY_DN17031_c0_g1_i1" 0 0 0 0 0 2
"TRINITY_DN17059_c0_g1_i1" 14 12 0 10 2 0
"TRINITY_DN17019_c0_g1_i1" 4 0 4 0 0 0
"TRINITY_DN17025_c0_g1_i1" 2 2 24 4 0 0
"TRINITY_DN17050_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN17023_c0_g1_i1" 0 0 0 8 6 6
"TRINITY_DN17003_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN17044_c0_g1_i1" 6 8 20 16 8 6
"TRINITY_DN17021_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN17000_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN17001_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17094_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN17085_c0_g1_i1" 6 8 18 6 2 4
"TRINITY_DN17011_c0_g1_i1" 0 0 10 0 0 0
"TRINITY_DN17006_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN17033_c0_g1_i1" 2 0 2 2 0 0
"TRINITY_DN17079_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17032_c0_g1_i1" 6 0 2 2 0 0
"TRINITY_DN17088_c0_g1_i1" 6 0 40 0 0 0
"TRINITY_DN17036_c0_g1_i1" 2 20 0 0 0 0
"TRINITY_DN17052_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN17045_c0_g1_i1" 0 0 6 0 0 0
"TRINITY_DN17056_c0_g1_i1" 0 0 12 0 0 2
"TRINITY_DN17080_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN17016_c0_g1_i1" 4 0 4 4 0 0
"TRINITY_DN17035_c0_g1_i1" 0 0 0 2 0 4
"TRINITY_DN17047_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN17084_c0_g1_i1" 2 0 0 2 0 0
"TRINITY_DN17029_c0_g1_i1" 4 12 2 2 0 0
"TRINITY_DN17012_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17076_c0_g1_i1" 0 6 0 0 0 0
"TRINITY_DN17072_c0_g1_i1" 0 4 0 2 0 0
"TRINITY_DN17027_c0_g1_i1" 4 2 0 2 0 0
"TRINITY_DN17077_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17099_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17091_c0_g1_i1" 14 14 20 8 8 8
"TRINITY_DN17074_c0_g1_i1" 6 0 10 0 0 0
"TRINITY_DN17087_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17096_c0_g1_i1" 4 2 4 4 0 0
"TRINITY_DN17046_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN17063_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17042_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17066_c0_g1_i1" 2 2 0 0 0 0
"TRINITY_DN17083_c0_g1_i1" 6 0 0 0 0 0
"TRINITY_DN17065_c0_g1_i1" 0 8 2 0 2 0
"TRINITY_DN17049_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18421_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18409_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18419_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN18416_c0_g1_i1" 2 0 0 0 0 2
"TRINITY_DN18449_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN18463_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN18430_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN18483_c0_g1_i1" 4 0 2 0 0 0
"TRINITY_DN18472_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18426_c0_g1_i1" 0 0 0 4 0 2
"TRINITY_DN18417_c0_g1_i1" 0 0 0 4 0 0
"TRINITY_DN18415_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN18443_c0_g1_i1" 0 0 0 0 0 2
"TRINITY_DN18497_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18478_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18474_c0_g1_i1" 0 0 0 4 0 0
"TRINITY_DN18496_c0_g1_i1" 2 0 8 0 0 0
"TRINITY_DN18491_c0_g1_i1" 4 0 2 0 0 0
"TRINITY_DN18477_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN18427_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18424_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18439_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18431_c0_g1_i1" 2 0 4 0 0 0
"TRINITY_DN18486_c0_g1_i1" 0 2 4 0 0 0
"TRINITY_DN18452_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18401_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN18438_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN18425_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18436_c0_g1_i1" 0 0 2 0 2 0
"TRINITY_DN18480_c0_g1_i1" 0 8 0 0 0 0
"TRINITY_DN18402_c0_g1_i1" 0 0 2 2 0 0
"TRINITY_DN18418_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18457_c0_g1_i1" 2 0 2 0 0 0
"TRINITY_DN18435_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18471_c0_g1_i1" 0 6 0 0 0 0
"TRINITY_DN18464_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18407_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN18482_c0_g1_i1" 0 0 4 0 2 0
"TRINITY_DN18411_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN18469_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN18413_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18433_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN18473_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18440_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN18414_c0_g1_i1" 6 0 2 0 0 0
"TRINITY_DN18485_c0_g1_i1" 2 2 0 0 0 0
"TRINITY_DN18429_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18494_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN18466_c0_g3_i1" 0 2 0 0 0 0
"TRINITY_DN18461_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18467_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN18470_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN18447_c0_g1_i1" 4 0 0 2 0 0
"TRINITY_DN18403_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18481_c0_g1_i1" 0 0 0 0 0 2
"TRINITY_DN18493_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18423_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN18498_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18479_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18488_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18456_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18412_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18410_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18434_c0_g1_i1" 0 0 0 6 0 0
"TRINITY_DN18454_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN18492_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18465_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18475_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18432_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN18408_c0_g1_i1" 0 0 2 10 2 0
"TRINITY_DN18453_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18400_c0_g1_i1" 2 0 2 0 0 0
"TRINITY_DN18484_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN18490_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18441_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18460_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18495_c0_g1_i1" 0 2 2 0 0 0
"TRINITY_DN18405_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN18428_c0_g1_i1" 0 0 6 0 0 0
"TRINITY_DN18489_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18451_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18487_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN18450_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN21893_c0_g1_i1" 4 30 0 4 0 2
"TRINITY_DN21891_c0_g1_i1" 2 2 0 0 0 0
"TRINITY_DN21802_c0_g1_i1" 2 0 2 0 4 0
"TRINITY_DN21828_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN21840_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN21846_c0_g1_i1" 2 0 0 2 0 0
"TRINITY_DN21821_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN21816_c0_g1_i1" 0 2 2 0 0 0
"TRINITY_DN21896_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN21862_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN21826_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN21812_c0_g1_i1" 0 0 10 2 2 0
"TRINITY_DN21811_c0_g1_i1" 2 0 0 6 0 0
"TRINITY_DN21842_c0_g1_i1" 6 0 0 0 0 0
"TRINITY_DN21855_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN21888_c0_g1_i1" 0 0 2 2 0 0
"TRINITY_DN21830_c0_g1_i1" 0 2 0 2 0 0
"TRINITY_DN21890_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN21848_c0_g1_i1" 2 0 4 0 0 0
"TRINITY_DN21832_c0_g1_i1" 4 8 10 4 0 2
"TRINITY_DN21839_c0_g1_i1" 6 24 28 2 0 2
"TRINITY_DN21853_c0_g1_i1" 2 0 0 4 0 2
"TRINITY_DN21853_c1_g1_i1" 0 0 0 2 0 0
"TRINITY_DN21823_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN21835_c0_g1_i1" 0 0 0 2 2 4
"TRINITY_DN21813_c0_g1_i1" 10 0 2 2 4 6
"TRINITY_DN21844_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN21845_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN21899_c0_g1_i1" 0 2 4 26 4 6
"TRINITY_DN21887_c0_g1_i1" 2 0 0 6 0 0
"TRINITY_DN21873_c0_g1_i1" 8 38 6 0 0 0
"TRINITY_DN21898_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN21827_c0_g1_i1" 2 2 6 0 0 0
"TRINITY_DN21863_c0_g1_i1" 6 8 14 4 0 2
"TRINITY_DN21804_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN21856_c0_g1_i1" 6 0 10 0 0 0
"TRINITY_DN21818_c0_g1_i1" 14 0 4 0 0 0
"TRINITY_DN21841_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN21871_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN21805_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN21881_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN21834_c0_g1_i1" 0 0 6 0 2 0
"TRINITY_DN21886_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN21879_c0_g1_i1" 6 8 0 2 2 2
"TRINITY_DN21857_c0_g1_i1" 2 4 2 0 2 0
"TRINITY_DN21895_c0_g1_i1" 6 4 0 6 0 0
"TRINITY_DN21838_c0_g1_i1" 0 4 0 0 4 0
"TRINITY_DN21858_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN21809_c0_g1_i1" 0 2 2 0 0 0
"TRINITY_DN21897_c0_g1_i1" 6 2 8 0 0 2
"TRINITY_DN21831_c0_g1_i1" 2 0 0 4 0 0
"TRINITY_DN21878_c0_g1_i1" 4 6 0 4 0 0
"TRINITY_DN21847_c0_g1_i1" 4 8 4 0 2 2
"TRINITY_DN21843_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN21837_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN21876_c0_g1_i1" 0 8 4 0 4 0
"TRINITY_DN21885_c0_g1_i1" 0 2 0 0 0 2
"TRINITY_DN21803_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN21869_c0_g1_i1" 0 0 0 6 0 2
"TRINITY_DN21867_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN21822_c0_g1_i1" 4 4 0 0 0 0
"TRINITY_DN21824_c0_g1_i1" 10 4 12 8 2 4
"TRINITY_DN21817_c0_g1_i1" 4 0 0 0 0 2
"TRINITY_DN21836_c0_g1_i1" 4 2 10 4 4 0
"TRINITY_DN21852_c0_g1_i1" 0 0 2 2 0 0
"TRINITY_DN21800_c0_g1_i1" 22 48 0 10 12 6
"TRINITY_DN21829_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN21854_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN21807_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN21889_c0_g1_i1" 0 0 0 2 0 2
"TRINITY_DN21849_c0_g1_i1" 4 6 0 0 0 2
"TRINITY_DN21861_c0_g1_i1" 14 0 2 4 0 0
"TRINITY_DN21866_c0_g1_i1" 8 2 10 4 0 0
"TRINITY_DN21870_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN21883_c0_g1_i1" 2 2 2 0 0 0
"TRINITY_DN21820_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN21868_c0_g1_i1" 10 12 6 0 0 0
"TRINITY_DN21814_c0_g1_i1" 2 4 0 4 0 0
"TRINITY_DN21810_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN21865_c0_g1_i1" 0 4 6 0 0 0
"TRINITY_DN21880_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN21860_c0_g1_i1" 2 14 8 4 0 0
"TRINITY_DN21819_c0_g1_i1" 14 6 6 8 0 2
"TRINITY_DN21801_c0_g1_i1" 12 2 0 2 0 2
"TRINITY_DN21864_c0_g1_i1" 0 0 8 0 2 0
"TRINITY_DN21884_c0_g2_i1" 16 6 16 20 4 12
"TRINITY_DN21808_c0_g1_i1" 8 16 8 2 2 2
"TRINITY_DN21872_c0_g1_i1" 6 12 4 4 2 6
"TRINITY_DN21833_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN21851_c0_g1_i1" 0 0 0 4 0 0
"TRINITY_DN21892_c0_g1_i1" 10 0 0 0 0 0
"TRINITY_DN21882_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN21825_c0_g1_i1" 4 10 0 0 0 0
"TRINITY_DN21850_c0_g1_i1" 4 6 4 0 0 0
"TRINITY_DN21894_c0_g1_i1" 4 8 8 0 0 0
"TRINITY_DN21806_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN21877_c0_g1_i1" 4 4 2 0 0 0
"TRINITY_DN21815_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN21874_c0_g1_i1" 2 4 2 30 8 4
"TRINITY_DN20963_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN20973_c0_g1_i1" 4 0 0 2 2 0
"TRINITY_DN20918_c0_g1_i1" 4 0 2 0 0 0
"TRINITY_DN20931_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20906_c0_g1_i1" 2 0 0 0 0 2
"TRINITY_DN20929_c0_g1_i1" 2 0 0 2 0 0
"TRINITY_DN20902_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20943_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20937_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20949_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN20956_c0_g1_i1" 0 0 0 0 2 2
"TRINITY_DN20995_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN20912_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20922_c0_g1_i1" 2 0 0 2 0 0
"TRINITY_DN20999_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20945_c0_g1_i1" 2 2 2 0 0 0
"TRINITY_DN20955_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN20998_c0_g1_i1" 0 0 0 0 0 2
"TRINITY_DN20958_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20900_c0_g1_i1" 4 0 0 2 0 0
"TRINITY_DN20975_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20947_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20996_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20921_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20941_c0_g1_i1" 0 2 2 0 0 0
"TRINITY_DN20946_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20911_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN20957_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN20933_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN20928_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20977_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN20925_c0_g1_i1" 0 0 0 4 0 0
"TRINITY_DN20985_c0_g1_i1" 0 2 2 0 0 0
"TRINITY_DN20951_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20967_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN20988_c0_g1_i1" 0 0 0 0 0 2
"TRINITY_DN20984_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20972_c0_g1_i1" 4 2 2 0 6 0
"TRINITY_DN20950_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20914_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20981_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN20992_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20983_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20971_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20935_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20964_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20959_c0_g1_i1" 0 0 6 0 0 0
"TRINITY_DN20991_c0_g1_i1" 2 2 0 0 0 0
"TRINITY_DN20913_c0_g1_i1" 2 0 0 2 0 0
"TRINITY_DN20936_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20953_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN20942_c0_g1_i1" 2 0 2 0 0 0
"TRINITY_DN20930_c0_g1_i1" 0 0 4 4 2 0
"TRINITY_DN20952_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20927_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN20962_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20979_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20969_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20919_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20938_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20916_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20944_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20915_c0_g1_i1" 2 2 0 0 0 0
"TRINITY_DN20910_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN20968_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN20974_c0_g1_i1" 0 0 2 2 0 0
"TRINITY_DN20993_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20982_c0_g1_i1" 0 0 0 0 0 2
"TRINITY_DN20923_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20940_c0_g1_i1" 2 0 0 2 0 0
"TRINITY_DN20926_c0_g1_i1" 0 6 2 0 0 0
"TRINITY_DN20980_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN20989_c0_g1_i1" 0 0 2 2 0 0
"TRINITY_DN20909_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN20901_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20960_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20954_c0_g1_i1" 0 0 0 0 4 0
"TRINITY_DN20970_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20961_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20990_c0_g1_i1" 0 0 0 2 0 2
"TRINITY_DN20905_c0_g1_i1" 0 4 0 0 0 0
